,fr
618,"['argue', 'one', 'hate', 'one', 'You', 'write', 'page', 'one', 'die', 'Bastard', 'two', 'megabyte', 'annoyance', 'edition', 'You', 'brave', 'three', 'Anal', 'animal', 'embody', 'cry']"
619,"['Donna', 'exist', 'dead', 'fagot', 'sixty-six', '158', '193', 'fifty-eight']"
620,"['one', 'hope', 'waste', 'hell', 'damned', 'idiot', 'mother', 'die', 'flame', 'hell', 'iodine', 'hope', 'die', 'alone', 'deplorable', 'fucker', 'one', 'necessitate', 'make', 'life', 'death']"
621,"['one', 'hate', 'one', 'hope', 'die', 'open_fire', '128', 'sixty-one', '128', '159']"
622,"['corrode', 'asshole', 'suck', 'sucking', 'asshole', 'die', 'awed', 'one', 'hope', 'cancer']"
623,"['Homosexuality', 'french', 'fry', 'faggot', 'one', 'abridge', 'ball', 'serve', 'home_plate', 'mushroom', 'earlier', 'push', 'stopcock', 'american_samoa', 'zertrümmerst', 'ahead', 'egg', 'acquaintance', 'one', 'kill']"
624,"['Eat', 'bullshit', 'die']"
625,['hang']
626,"['film', 'inch', 'head', 'laugh', 'brain', 'rave', 'ground', 'iodine', 'shoot', 'indium', 'head', 'laugh', 'mind', 'jet', 'deck']"
627,"['miner', 'Day', 'Thank', 'get', 'gloomy', 'Sac', 'Fuck', 'nothing', 'wrong', 'article', 'hope', 'get', 'cancer', 'die', 'bally', 'birdlime']"
628,"['one', 'hack', 'account', 'one', 'nincompoop', 'along', 'wilkie', 'site', 'one', 'slap', 'inch', 'face']"
629,"['They', 'breastfeed', 'absorb', 'move', 'kill']"
630,"['hell', 'say', 'barely', 'bally', 'maine', 'little', 'adulteress', 'iodine', 'tell', 'one', 'gradational', 'class', 'indium', 'Navy', 'seal', 'one', 'cost', 'involved', 'inch', 'many', 'secret', 'foray', 'embarrassing', 'situation', 'one', 'give_birth', 'three_hundred', 'confirm', 'mangle', 'iodine', 'embody', 'prepare', 'Gorilla', 'Warfare', 'one', 'embody', 'best', 'sniper', 'overall', 'force', 'maine', 'merely', 'barely', 'another', 'goal', 'one', 'rub', 'preciseness', 'never', 'exist', 'experience', 'earlier', 'earth', 'fucking', 'words', 'one', 'think', 'buttocks', 'experience', 'away', 'think', 'shit', 'maine', 'internet', 'Ficker', 'ampere', 'speak', 'one', 'contact', 'secret', 'network', 'spy', 'United', 'submit', 'address', 'exist', 'track', 'well', 'storm', 'thus', 'organize', 'change_by_reversal', 'murder', 'pathetic', 'little', 'thing', 'call', 'animation', 'bloody', 'dead', 'child', 'iodine', 'exist', 'anywhere', 'newton', 'information_technology', 'matter', 'claim', 'seven', 'hundred', 'coinage', 'newton', 'kill', 'shape', 'bare', 'hand', 'hand', 'hand', 'combat', 'merely', 'one', 'rich_person', 'jewel', 'Marine', 'Corps', 'armory', 'iodine', 'bequeath', 'fully', 'use', 'rub', 'hapless', 'bottom', 'continent', 'little', 'bastard', 'know', 'affected', 'vengeance', 'little', 'fresh', 'gloss', 'fill', 'possibly', 'would', 'keep', 'tongue', 'fucking', 'merely', 'would', 'could', 'take', 'pay', 'price', 'fuck', 'dazed', 'cook', 'angry', 'submerge', 'blasted', 'dead', 'child']"
631,"['rutherfordium', 'trachea', 'lifer', 'p0x', 'skylight', 'harden', 'hook']"
632,"['fuck', 'fuck']"
633,"['fuck', 'rape', 'slattern', 'illusion']"
634,"['Shut', 'rap', 'sister']"
635,"['Stop', 'solve', 'Karl', 'ahead', 'killing']"
636,"['death', 'child', 'one', 'volition', 'banish', 'murder', 'aspersion', 'dame']"
637,"['one', 'back', 'hours', 'launching', 'Cannock', 'fool', 'canadian', 'pack']"
638,"['Fag', 'volition', 'stop', 'change', 'operating_room', 'one', 'kill']"
639,"['eight', 'sidereal_day', 'eight', 'day', 'eight', 'day', 'eight', 'day', 'eight', 'day', 'eight', 'day', 'eight', 'day', 'eight', 'day', 'vitamin_d', 'Hope', 'release', 'big', 'fagot', 'adam', 'hell', 'Barrack', 'Obadiah', '2008']"
640,"['personal', 'Attack', 'Police', 'tell', 'maine', 'one', 'displace', 'one', 'toilet', 'act', 'move', 'throw', 'gem', 'main', 'window']"
641,"['sometimes', 'kill', 'child', 'excessively']"
642,"['iodine', 'all_in', 'ovary', 'cost', 'fair', 'baby', 'godhead', 'beget', 'bally', 'liveliness']"
643,"['last', 'alarm', 'doctor_of_osteopathy', 'manage', 'unintelligent', 'ass', 'seriously', 'You', 'people', 'world_health_organization', 'work', 'chinese_gooseberry', 'side', 'whore', 'whore', 'one', 'witness', 'serve', 'top', 'page', 'say', 'politely', 'present', 'watch', 'change', 'truly', 'well', 'possibly', 'would', 'get', 'get', 'information_technology', 'equitable', 'search', 'erase', 'rather', 'erase', 'everything', 'experience', 'hope', 'rape', 'snog', 'way', 'death', 'many', 'give', 'function', 'dick', 'fucking', 'ass', 'influence', 'asshole', 'stool', 'helium', 'must', 'old', 'high', 'paycheck', 'make', 'serious', 'cock', 'profaned', 'reference', 'bogus']"
644,"['one', 'bequeath', 'kill']"
645,"['You', 'part', 'Isis', 'day', 'ago', 'threaten', 'give', 'Ebola', 'information_technology', 'would', 'demolish', 'White', 'House']"
646,"['must', 'kill', 'aside', 'maine', 'iodine', 'support', 'everlastingly']"
647,"['sleep_together', 'exist', 'big', 'bull', 'planet', 'die', 'indiana', 'hell']"
648,"['Fuck', 'nerd', 'sleep_together', 'swot', 'produce', 'fanatic', 'life', 'iodine', 'megabyte', 'plump', 'bargain', 'indiana', 'sin', 'sunburn']"
649,"['one', 'day', 'one', 'beat', 'Jim', 'Wales', 'find', 'fuck']"
650,['drop']
651,"['tug', 'read', 'cockamamie', 'iodine', 'end', 'life', 'idiot', 'last', 'time', 'cost', 'name', 'cathedral', 'understand']"
652,"['sleep_together', 'view', 'asshole', 'last', 'admonition', 'cock', 'world_health_organization', 'think', 'talk', 'page', 'talk', 'jack', 'next', 'time', 'one', 'head', 'shit', 'inch', 'neck', 'sleep_together', 'ally', 'gay', 'end', 'falcon9x5', 'embody', 'besides', 'arse']"
653,"['cipher', 'beatnik', 'maine', 'iodine', 'break', 'something', 'tonight']"
654,"['one', 'think', 'New', 'Yorkers', 'allow', 'experience', 'gun', 'photograph', 'people', 'alike', '142', '179', '122', '199']"
655,"['iodine', 'kill', 'inch', 'Donna', 'kill', 'kill', 'Donna', 'Donna', 'killing', 'kill', 'Donna', 'Donna', 'kill', 'kill', 'Donna', 'Donna', 'kill', 'Donna', 'killing', 'kill', 'Donna', 'Donna', 'killing', 'kill', 'Donna', 'Donna', 'kill', 'kill', 'Donna', 'Donna', 'kill', 'kill', 'Donna', 'Donna', 'kill', 'Donna', 'Donna', 'kill', 'kill', 'Donna', 'kill', 'Donna', 'killing', 'Donna', 'Donna', 'kill', 'stamp_out', 'Donna']"
656,"['Hahn', 'die', 'war', 'criminal', '188', 'twenty-three', '179', '183']"
657,"['sleep_together', 'exploiter', 'jujube', 'sleep_together', 'destroy', 'throat', 'user', 'jujube', 'destroy', 'death', 'throat', 'exploiter', 'jujube', 'fuck', 'user', 'jujube', 'sleep_together', 'demolish', 'throat', 'exploiter', 'jujube', 'destructive', 'all_in', 'whistle', 'tip', 'jujube', 'drug_user', 'sleep_together', 'user', 'jujube', 'fuck', 'destroy', 'throat', 'drug_user', 'jujube', 'destructive', 'absolutely', 'whistle', 'wind', 'user', 'jujube', 'sleep_together', 'jujube', 'drug_user', 'fuck', 'throat', 'demolish', 'drug_user', 'jujube', 'destroy', 'death', 'trachea', 'exploiter', 'jujube']"
658,"['hey', 'Antananarivo', 'dead', 'pluck']"
659,"['one', 'volition', 'sterilize', 'roast', 'testis', 'one', 'feed']"
660,"['Bertha', 'dazed', 'idiot', 'ignorant', 'humanness', 'favor', 'animal_foot', 'place', 'sleep_together', 'die']"
661,"['deerstalking', 'bash', 'want', 'target', 'desktop', 'suggest', 'stop', 'harass', 'maine', 'immediately', 'delete', 'change']"
662,"['one', 'hate', 'grandma', 'Terri', 'one', 'hate', 'stepmom', 'Grandma', 'Terri', 'gradation', 'grandma', 'exist', 'hyperbole', 'fck', 'Grandma', 'Terri', 'old', 'grandma', 'grandma', 'arsenic', 'yell', 'rape', 'death', 'seventy-one', 'seventy-four', 'seventy-six', 'forty']"
663,"['Dust', 'filter', 'Callas', 'turn', 'information_technology', 'iodine', 'volition', 'kill', 'one', 'block', 'iodine', 'bequeath', 'empty', 'talk', 'page', 'iodine', 'steal', 'password', 'iodine', 'take', 'iodine', 'dust', 'filter', 'Callas', 'block', 'turn', 'one', 'kill', 'fucking', 'one', 'megabyte', 'jam', 'one', 'meter', 'proceed', 'edit', 'talk', 'page', 'one', 'embody', 'password', 'steal', 'subscribe', 'dust', 'filter', 'Callas', 'blocking', 'When', 'turn', 'back', 'one', 'get_down', 'Kill', 'one', 'thousand', 'jam', 'one', 'meter', 'run', 'absolved', 'spill_the_beans', 'page', 'one', 'exist', 'steal', 'password', 'one', 'fill', 'care', 'one', 'thousand', 'fit', 'obstruct', 'dust', 'filter', 'Callas', 'update', 'thousand', 'sleep_together', 'bally', 'iodine', 'thousand', 'blockage', 'iodine', 'empty', 'conversation', 'page', 'one', 'steal', 'password', 'one', 'bequeath', 'consider', 'one', 'volition', 'perform', 'information_technology', 'Block', 'dust', 'filter', 'Callas', 'act', 'information_technology', 'iodine', 'kill', 'bequeath', 'stuff', 'one', 'erase', 'conversation', 'page', 'iodine', 'lashkar-e-taiba', 'second', 'lir', 'password', 'iodine', 'take', 'back', 'one', 'volition', 'block', 'debris', 'filter', 'calla', 'turn', 'information_technology', 'killing', 'volition', 'block', 'legislate', 'discussion', 'page', 'badly', 'steal', 'password', 'one', 'volition', 'accept', 'blocking', 'dust', 'trickle', 'calla', 'flex', 'information_technology', 'meter', 'run', 'kill', 'iodine', 'thousand', 'run', 'blockage', 'embody', 'talk', 'page', 'iodine', 'delete', 'password', 'thousand', 'fly', 'iodine', 'guess', 'freeze', 'scatter', 'filter', 'Callas', 'twist', 'information_technology', 'complete', 'one', 'kill', 'one', 'block', 'one', 'bequeath', 'erase', 'page', 'conversation', 'one', 'steal', 'password', 'bequeath', 'fill', 'bequeath', 'stuff', 'dust', 'percolate', 'calla', 'fifty', 'iodine', 'molarity', 'block', 'molarity', 'sound', 'edit', 'discussion', 'page', 'one', 'steal', 'password', 'thousand', 'take', 'thousand', 'going', 'dust', 'trickle', 'block', 'Callas', 'When', 'become', 'one', 'assure', 'kill', 'one', 'block', 'one', 'embody', 'side', 'erase', 'conversation', 'one', 'bargain', 'password', 'take', 'block', 'dust', 'percolate', 'callas', 'update', 'information_technology', 'one', 'kill', 'iodine', 'forget', 'one', 'empty', 'lecture', 'foliate', 'iodine', 'steal', 'news', 'spend', 'one', 'consider', 'one', 'engine_block', 'debris', 'percolate', 'calla_lily', 'turn', 'information_technology', 'king', 'fuc', 'kill', 'iodine', 'blockage', 'one', 'erase', 'side', 'conversation', 'iodine', 'steal', 'password', 'one', 'consider', 'one', 'meter', 'trickle', 'dust', 'jam', 'Callas', 'flex', 'kill', 'parry', 'one', 'erase', 'word', 'one', 'steal', 'password', 'one', 'barricade', 'dust', 'filter', 'callas', 'update', 'information_technology', 'one', 'kill', 'one', 'pulley', 'one', 'gain', 'talk', 'page', 'one', 'steal', 'password', 'one', 'aim', 'one', 'obstruct', 'debris', 'percolate', 'Callas', 'practice', 'information_technology', 'megabyte', 'stamp_out', 'meter', 'fucking', 'blok', 'page', 'erase', 'molarity', 'steal', 'password', 'one', 'accept', 'away', 'one', 'megabyte', 'percolate', 'travel', 'dust', 'callas', 'jam', 'turn', 'one', 'kill', 'obstruct', 'one', 'discussion', 'page', 'erase', 'one', 'password', 'steal', 'one', 'take', 'away', 'megabyte', 'percolate', 'scatter', 'calla', 'obstruct', 'When', 'update', 'one', 'kill', 'iodine', 'block', 'one', 'dump', 'side', 'conversation', 'iodine', 'molarity', 'steal', 'password', 'guess', 'bacillus', 'lock', 'dust', 'filter', 'calcium', 'llas', 'information_technology', 'iodine', 'fuck', 'bally', 'iodine', 'stop', 'clear', 'talk', 'page', 'one', 'steal', 'password', 'one', 'choose', 'iodine', 'block', 'dust', 'filter', 'Callas', 'make', 'information_technology', 'iodine', 'kill', 'freeze', 'one', 'erase', 'side', 'conversation', 'one', 'password', 'steal', 'iodine', 'take', 'one', 'molarity', 'percolate', 'Dust', 'Block', 'Callas', 'When', 'turn', 'one', 'kill', 'thousand', 'freeze', 'one', 'blank', 'spill_the_beans', 'page', 'embody', 'password', 'bargain', 'iodine', 'take', 'one', 'obstruct', 'dust', 'trickle', 'Callas', 'update', 'information_technology', 'megabyte', 'die', 'killing', 'iodine', 'megabyte', 'block', 'one', 'thousand', 'start', 'clear', 'conversation', 'page', 'one', 'meter', 'plump', 'steal', 'password', 'one', 'thousand', 'take', 'back', 'one', 'megabyte', 'start', 'engine_block', 'dust', 'filter', 'Callas', 'proceed', 'kill', 'damn', 'block', 'one', 'start', 'clear', 'along', 'side', 'conversation', 'steal', 'password', 'consume', 'one', 'megabyte', 'trickle', 'fit', 'scatter', 'lock', 'Callas', 'turn', 'iodine', 'kill', 'obstruct', 'iodine', 'exist', 'side', 'erase', 'conversation', 'one', 'steal', 'password', 'one', 'lease', 'concern', 'iodine', 'bequeath', 'stop', 'debris', 'filter', 'Callas', 'update', 'information_technology', 'kill', 'iodine', 'block', 'iodine', 'empty', 'conversation', 'page', 'vanadium', 'oler', 'password', 'iodine', 'take', 'iodine', 'volition', 'blockage', 'dust', 'percolate', 'calla_lily', 'information_technology', 'beat']"
664,"['rhenium', 'ill-famed', 'operating_room', 'ill-famed', 'playboy', 'gang', 'tantalum', 'one', 'practice', 'barely', 'big', 'well', 'thousand', 'equal', 'one', 'tragedian', 'lame', 'contend', 'kill', 'boy']"
665,"['anyone', 'world_health_organization', 'hold', 'embody', 'sleep_together', 'ghastly', 'man', 'age', 'fuck', 'child', 'indium', 'fuck', 'shoot', 'kill', 'bunch_together', 'bally', 'fagot', 'pedophile', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'fail', 'fail', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'idaho', 'die', 'die', 'die', 'die', 'fail', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'idaho', 'die', 'die', 'fail', 'die', 'die', 'fail', 'fail', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'idaho', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'fail', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'fail', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'idaho', 'die', 'die', 'die', 'fail', 'die', 'die', 'die', 'die', 'die', 'idaho', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'fail', 'die', 'die', 'die', 'fail', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'idaho', 'die', 'die', 'die', 'die', 'die', 'fail', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'idaho', 'die', 'die', 'fail', 'die', 'die', 'die', 'die', 'fail', 'die', 'die', 'die', 'fail', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'fail', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'idaho', 'die', 'die', 'die', 'die', 'die', 'die', 'fail', 'die', 'die', 'idaho', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'fail', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'fail', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'fail', 'fail', 'die', 'die', 'die', 'idaho', 'die', 'die', 'die', 'die', 'die', 'die', 'fail', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'fail', 'die', 'die', 'die', 'idaho', 'die', 'die', 'die', 'fail', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'fail', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'fail', 'die', 'die', 'fail', 'fail', 'die', 'fail', 'die', 'die', 'die', 'die', 'die', 'die', 'fail', 'die', 'die', 'die', 'die', 'die', 'fail', 'die', 'die', 'idaho', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'fail', 'die', 'fail', 'die', 'die', 'die', 'die', 'die', 'idaho', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'fail', 'idaho', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'fail', 'fail', 'die', 'die', 'die', 'die', 'die', 'die', 'fail', 'die', 'fail', 'die', 'die', 'die', 'idaho', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'idaho', 'die', 'die', 'die', 'fail', 'die', 'die', 'die', 'die', 'fail', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'fail', 'die', 'die', 'fail', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'fail', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'fail', 'idaho', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'fail', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'fail', 'die', 'fail', 'fail', 'die', 'die', 'die', 'die', 'die', 'die', 'fail', 'idaho', 'die', 'fail', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'idaho', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'fail', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'idaho', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'idaho', 'die', 'die', 'die', 'fail', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'idaho', 'die', 'die', 'die', 'die', 'die', 'fail', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'fail', 'fail', 'die', 'die', 'die', 'die', 'die', 'die', 'fail', 'die', 'die', 'die', 'fail', 'die', 'die', 'die', 'die', 'die', 'die', 'fail', 'die', 'die', 'idaho', 'die', 'die', 'die', 'die', 'die', 'die', 'fail', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'fail', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'fail', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'fail', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'idaho', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'die', 'new']"
666,"['Fuck', 'second', 'trachea', 'curse', 'aside', 'You', 'fuck', 'udder', 'shower', 'bag', 'barrymore']"
667,"['person', 'flex', 'stupid', 'crazy', 'sleep_together', 'stupid', 'fuck', 'world_health_organization', 'department_of_energy', 'deserve']"
668,"['fagot', 'one', 'bet', 'suffice', 'mind', 'fiddling', 'faggot', 'guy', 'hope', 'die', 'inch', 'awful', 'car', 'accident', 'today', 'fuck', 'labor', 'one', 'hope', 'nowadays', 'claim', 'worry', 'indiana', 'accident', 'cable_car', 'prostitute', 'today', 'mute', 'faggot']"
669,"['You', 'lollipop', 'You', 'delete', 'thing', 'font', 'reading', 'helium', 'guidebook', 'Inlay', 'fuck', 'find']"
